epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1068,0.49495,0.37891,0.92048,0.93187,0.86432,0.93097,0.80744,0.5418,0.40942,0.89454,0.0013268,0.0013268,0.0013268
19,1127.44,0.49089,0.37021,0.91944,0.92276,0.87094,0.93369,0.81234,0.53461,0.40288,0.8958,0.0012872,0.0012872,0.0012872
20,1180.54,0.49181,0.37061,0.92005,0.93024,0.86291,0.92948,0.80834,0.53912,0.40473,0.8995,0.0012476,0.0012476,0.0012476
21,1230.89,0.48691,0.36384,0.91594,0.92784,0.86618,0.93241,0.81196,0.5368,0.39906,0.89416,0.001208,0.001208,0.001208
22,1280.76,0.48403,0.36323,0.91618,0.92961,0.8689,0.93551,0.81755,0.52661,0.39178,0.88871,0.0011684,0.0011684,0.0011684
23,1332.23,0.48639,0.36162,0.91618,0.92592,0.87424,0.9379,0.81934,0.52729,0.38591,0.886,0.0011288,0.0011288,0.0011288
24,1382.52,0.482,0.35786,0.91466,0.93342,0.87755,0.93995,0.82325,0.52067,0.37695,0.88635,0.0010892,0.0010892,0.0010892
25,1432.3,0.47576,0.35223,0.91042,0.93461,0.87427,0.9402,0.82323,0.51918,0.37598,0.88249,0.0010496,0.0010496,0.0010496
26,1483.09,0.47215,0.34622,0.90816,0.9359,0.87715,0.93946,0.82559,0.5182,0.37248,0.87908,0.00101,0.00101,0.00101
27,1532.99,0.47476,0.34738,0.91037,0.9278,0.87791,0.94087,0.82316,0.52143,0.37687,0.89009,0.0009704,0.0009704,0.0009704
28,1582.76,0.4655,0.34193,0.90845,0.93335,0.87231,0.94008,0.82487,0.51848,0.37599,0.88469,0.0009308,0.0009308,0.0009308
29,1632.97,0.46958,0.34252,0.90724,0.93288,0.88127,0.9419,0.82848,0.5115,0.36196,0.87535,0.0008912,0.0008912,0.0008912
30,1682.75,0.46054,0.332,0.90423,0.92904,0.88335,0.9436,0.82882,0.51381,0.36287,0.87686,0.0008516,0.0008516,0.0008516
31,1732.33,0.46087,0.33252,0.90511,0.93689,0.88354,0.94467,0.83301,0.50343,0.35423,0.87245,0.000812,0.000812,0.000812
32,1782.79,0.45728,0.32667,0.90084,0.93849,0.88293,0.94368,0.8309,0.50959,0.35468,0.87268,0.0007724,0.0007724,0.0007724
33,1832.79,0.45916,0.32749,0.90227,0.94123,0.88295,0.94441,0.83391,0.50518,0.35161,0.868,0.0007328,0.0007328,0.0007328
34,1882.96,0.45517,0.32451,0.90405,0.93587,0.88465,0.94653,0.83326,0.50952,0.35374,0.87474,0.0006932,0.0006932,0.0006932
35,1933.18,0.45157,0.32043,0.89869,0.93588,0.88492,0.94572,0.83565,0.50366,0.34981,0.8709,0.0006536,0.0006536,0.0006536
36,1983.03,0.44713,0.31534,0.89654,0.93673,0.88728,0.94585,0.83544,0.50221,0.34981,0.87642,0.000614,0.000614,0.000614
37,2033.16,0.44551,0.31424,0.89723,0.93717,0.88898,0.9469,0.83703,0.4996,0.34265,0.86878,0.0005744,0.0005744,0.0005744
38,2083.97,0.44559,0.31269,0.8955,0.93841,0.88816,0.94736,0.83771,0.49998,0.34189,0.86626,0.0005348,0.0005348,0.0005348
39,2133.42,0.44487,0.30932,0.8952,0.94001,0.88514,0.94863,0.83922,0.49788,0.34259,0.87327,0.0004952,0.0004952,0.0004952
40,2189.34,0.43926,0.30381,0.8938,0.93599,0.88898,0.94788,0.84002,0.49728,0.33974,0.86979,0.0004556,0.0004556,0.0004556
41,2253.44,0.41307,0.27489,0.8691,0.93947,0.88776,0.94527,0.83496,0.50167,0.34364,0.87258,0.000416,0.000416,0.000416
42,2317.43,0.41089,0.27019,0.86465,0.94037,0.88776,0.94683,0.83919,0.49745,0.33991,0.87014,0.0003764,0.0003764,0.0003764
43,2378.87,0.40502,0.26364,0.86207,0.93961,0.88966,0.94799,0.8406,0.49564,0.33411,0.86784,0.0003368,0.0003368,0.0003368
44,2439.22,0.39926,0.25806,0.86069,0.9432,0.8894,0.94882,0.84332,0.4925,0.33282,0.86791,0.0002972,0.0002972,0.0002972
45,2500.49,0.39942,0.25799,0.86212,0.94231,0.89125,0.9502,0.84432,0.49372,0.33059,0.86723,0.0002576,0.0002576,0.0002576
46,2560.71,0.39472,0.25244,0.86044,0.94211,0.8912,0.95013,0.84513,0.49135,0.32898,0.86526,0.000218,0.000218,0.000218
47,2622.81,0.39379,0.25007,0.8572,0.93967,0.89367,0.95039,0.84684,0.48913,0.32672,0.86391,0.0001784,0.0001784,0.0001784
48,2685.27,0.38866,0.24519,0.85617,0.93985,0.89351,0.94997,0.84586,0.48874,0.32571,0.86371,0.0001388,0.0001388,0.0001388
49,2747.48,0.38664,0.24217,0.85391,0.93803,0.89626,0.94951,0.8464,0.48849,0.32475,0.86602,9.92e-05,9.92e-05,9.92e-05
50,2810.11,0.38467,0.23975,0.85404,0.94189,0.895,0.95076,0.84849,0.4858,0.3235,0.86319,5.96e-05,5.96e-05,5.96e-05
