epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,707.858,0.63951,0.52234,1.11086,0.88324,0.75637,0.84802,0.68781,0.74707,0.64757,1.17352,0.001505,0.001505,0.001505
27,731.8,0.64824,0.52984,1.11287,0.87322,0.748,0.83614,0.67956,0.74254,0.67109,1.17515,0.0014852,0.0014852,0.0014852
28,755.658,0.63647,0.52418,1.10948,0.88794,0.77104,0.85898,0.69191,0.73955,0.61874,1.16519,0.0014654,0.0014654,0.0014654
29,779.421,0.62896,0.51327,1.09971,0.89078,0.77221,0.86176,0.7029,0.72001,0.60567,1.15243,0.0014456,0.0014456,0.0014456
30,803.22,0.62747,0.50569,1.09997,0.88136,0.77025,0.85633,0.69593,0.72669,0.61171,1.16472,0.0014258,0.0014258,0.0014258
31,826.945,0.61981,0.50288,1.09499,0.87708,0.77861,0.85903,0.69451,0.72562,0.61584,1.16581,0.001406,0.001406,0.001406
32,850.798,0.6222,0.50166,1.09719,0.89065,0.78103,0.86392,0.70693,0.7144,0.59135,1.15308,0.0013862,0.0013862,0.0013862
33,875.612,0.61439,0.50241,1.09044,0.88233,0.7807,0.86205,0.69989,0.72576,0.60498,1.15787,0.0013664,0.0013664,0.0013664
34,899.864,0.60906,0.49208,1.08655,0.89003,0.77854,0.8621,0.71038,0.70013,0.59551,1.14118,0.0013466,0.0013466,0.0013466
35,924.197,0.61151,0.48688,1.08827,0.8845,0.78427,0.86678,0.71016,0.70489,0.58576,1.14503,0.0013268,0.0013268,0.0013268
36,949.231,0.60685,0.48578,1.08438,0.88724,0.78074,0.86511,0.70692,0.70838,0.59193,1.14207,0.001307,0.001307,0.001307
37,974.639,0.59307,0.4734,1.07416,0.89226,0.77785,0.86134,0.71163,0.7003,0.58867,1.13104,0.0012872,0.0012872,0.0012872
38,1000.66,0.60084,0.47885,1.08108,0.89692,0.7765,0.86984,0.71687,0.69253,0.58367,1.12551,0.0012674,0.0012674,0.0012674
39,1025.09,0.59351,0.47369,1.07123,0.9,0.78608,0.87434,0.72224,0.69053,0.56541,1.12926,0.0012476,0.0012476,0.0012476
40,1050.12,0.5906,0.4669,1.07117,0.89647,0.78696,0.87201,0.72331,0.68582,0.57015,1.1177,0.0012278,0.0012278,0.0012278
41,1075.68,0.58984,0.47015,1.07073,0.89635,0.79843,0.88022,0.72478,0.68283,0.55107,1.12344,0.001208,0.001208,0.001208
42,1100.55,0.58354,0.46658,1.0633,0.89221,0.77743,0.86406,0.7121,0.69229,0.57887,1.12957,0.0011882,0.0011882,0.0011882
43,1125.67,0.58687,0.46336,1.06561,0.90616,0.78578,0.87413,0.72603,0.67514,0.55888,1.11336,0.0011684,0.0011684,0.0011684
44,1149.68,0.58129,0.45951,1.06591,0.89939,0.79161,0.87589,0.71919,0.68721,0.56409,1.1249,0.0011486,0.0011486,0.0011486
45,1174.2,0.57663,0.45456,1.0601,0.89727,0.77998,0.86908,0.72386,0.67505,0.5719,1.10942,0.0011288,0.0011288,0.0011288
46,1198.8,0.57391,0.44912,1.05598,0.90166,0.77984,0.87015,0.72278,0.67588,0.57379,1.11295,0.001109,0.001109,0.001109
47,1223.49,0.56361,0.444,1.04797,0.89991,0.79262,0.8754,0.72863,0.6681,0.55094,1.11144,0.0010892,0.0010892,0.0010892
48,1249.02,0.56484,0.44357,1.05043,0.90506,0.79485,0.87832,0.73116,0.66738,0.54287,1.10807,0.0010694,0.0010694,0.0010694
49,1274.36,0.56335,0.44085,1.04917,0.9026,0.80001,0.88069,0.73624,0.66151,0.5402,1.10082,0.0010496,0.0010496,0.0010496
50,1300.51,0.55776,0.4408,1.04621,0.90132,0.80046,0.88048,0.7322,0.6671,0.53961,1.1071,0.0010298,0.0010298,0.0010298
51,1326.33,0.55988,0.437,1.04895,0.90172,0.80012,0.87753,0.73141,0.66458,0.53982,1.10093,0.00101,0.00101,0.00101
52,1350.82,0.55266,0.43042,1.04483,0.89819,0.80032,0.87957,0.73316,0.66107,0.53977,1.09957,0.0009902,0.0009902,0.0009902
53,1374.78,0.55442,0.43352,1.04242,0.89963,0.80691,0.88458,0.74026,0.65417,0.52738,1.09631,0.0009704,0.0009704,0.0009704
54,1398.74,0.5489,0.42604,1.03826,0.90215,0.8051,0.8844,0.73603,0.65758,0.52911,1.09379,0.0009506,0.0009506,0.0009506
55,1423.35,0.54859,0.42659,1.03359,0.91218,0.78922,0.88021,0.7373,0.65481,0.53974,1.09108,0.0009308,0.0009308,0.0009308
56,1449.18,0.55033,0.43132,1.03896,0.90531,0.79862,0.88455,0.73958,0.6537,0.53372,1.09074,0.000911,0.000911,0.000911
57,1472.92,0.54848,0.4232,1.03919,0.90329,0.80438,0.88391,0.74016,0.6544,0.52433,1.09735,0.0008912,0.0008912,0.0008912
58,1497.03,0.54198,0.41945,1.03198,0.90018,0.80916,0.88503,0.74277,0.65362,0.51889,1.09022,0.0008714,0.0008714,0.0008714
59,1520.37,0.53632,0.41219,1.02794,0.90779,0.81034,0.89059,0.7463,0.64555,0.50936,1.08539,0.0008516,0.0008516,0.0008516
60,1544.39,0.54094,0.41698,1.03027,0.90862,0.80306,0.88926,0.74388,0.64814,0.51242,1.08752,0.0008318,0.0008318,0.0008318
61,1568,0.53524,0.41117,1.02637,0.90811,0.80725,0.88937,0.74895,0.64119,0.50807,1.07944,0.000812,0.000812,0.000812
62,1591.48,0.54158,0.41286,1.03271,0.90921,0.80975,0.88892,0.74695,0.6414,0.50431,1.08347,0.0007922,0.0007922,0.0007922
63,1615.14,0.5345,0.40947,1.02569,0.90685,0.81034,0.88923,0.74659,0.64722,0.51075,1.08768,0.0007724,0.0007724,0.0007724
64,1638.55,0.5397,0.41507,1.02659,0.90884,0.80147,0.8859,0.74363,0.64552,0.52041,1.08076,0.0007526,0.0007526,0.0007526
65,1661.93,0.5305,0.40735,1.02159,0.90907,0.79524,0.8817,0.74528,0.63857,0.52364,1.07688,0.0007328,0.0007328,0.0007328
66,1685.23,0.53009,0.40308,1.02181,0.90458,0.80756,0.88661,0.74734,0.63802,0.50974,1.07809,0.000713,0.000713,0.000713
